attorney_id,full_name,bar_number,state,status,years_experience,practice_areas,firm_size,location,law_school_tier,admission_date
ATT-001051,Michael Garcia,IL761285,IL,Active,33,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Houston, IL",Regional,1992-06-29
ATT-001052,Jessica Jones,FL404938,FL,Inactive,35,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Phoenix, FL",Regional,1990-06-30
ATT-001053,Barbara Thomas,MI610089,MI,Active,37,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}]",Small,"New York, MI",T50,1988-06-30
ATT-001054,Jennifer Hernandez,TX823796,TX,Active,22,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Houston, TX",T50,2003-06-27
ATT-001055,Susan Garcia,NY971908,NY,Active,23,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Houston, NY",Regional,2002-06-27
ATT-001056,Joseph Smith,PA511067,PA,Active,8,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Los Angeles, PA",Regional,2017-06-23
ATT-001057,William Brown,OH148796,OH,Active,7,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Los Angeles, OH",T14,2018-06-23
ATT-001058,Elizabeth Miller,PA671679,PA,Active,22,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}]",Large,"Chicago, PA",Regional,2003-06-27
ATT-001059,Patricia Smith,TX885972,TX,Active,23,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Chicago, TX",T50,2002-06-27
ATT-001060,Elizabeth Miller,IL292489,IL,Active,8,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Los Angeles, IL",Regional,2017-06-23
ATT-001061,William Hernandez,MI449344,MI,Active,23,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}]",Small,"New York, MI",T50,2002-06-27
ATT-001062,David Garcia,OH887261,OH,Active,23,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Phoenix, OH",T50,2002-06-27
ATT-001063,Jessica Hernandez,TX599333,TX,Active,34,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Los Angeles, TX",Regional,1991-06-30
ATT-001064,Patricia Smith,GA507475,GA,Active,23,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Chicago, GA",Regional,2002-06-27
ATT-001065,Barbara Garcia,TX935519,TX,Active,37,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Houston, TX",T50,1988-06-30
ATT-001066,William Williams,OH263641,OH,Active,24,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Houston, OH",T14,2001-06-27
ATT-001067,Mary Thomas,TX717104,TX,Active,27,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Chicago, TX",Regional,1998-06-28
ATT-001068,Mary Miller,FL821627,FL,Active,26,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Chicago, FL",Regional,1999-06-28
ATT-001069,James Brown,FL984112,FL,Inactive,39,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Los Angeles, FL",T50,1986-07-01
ATT-001070,Jennifer Davis,GA370995,GA,Active,36,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Chicago, GA",T50,1989-06-30
ATT-001071,Barbara Hernandez,OH613589,OH,Active,34,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Chicago, OH",T50,1991-06-30
ATT-001072,David Lopez,PA267304,PA,Active,5,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"New York, PA",Regional,2020-06-22
ATT-001073,David Garcia,OH207378,OH,Inactive,11,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Chicago, OH",Regional,2014-06-24
ATT-001074,Joseph Wilson,NY687375,NY,Active,16,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Phoenix, NY",Regional,2009-06-25
ATT-001075,Robert Hernandez,GA419054,GA,Active,20,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Phoenix, GA",T50,2005-06-26
ATT-001076,Elizabeth Rodriguez,NY283179,NY,Active,6,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Houston, NY",Regional,2019-06-23
ATT-001077,Mary Johnson,NY912783,NY,Active,22,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Phoenix, NY",T50,2003-06-27
ATT-001078,Richard Williams,GA156960,GA,Active,3,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Chicago, GA",T14,2022-06-22
ATT-001079,Barbara Davis,MI201158,MI,Active,35,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"New York, MI",T50,1990-06-30
ATT-001080,Patricia Johnson,CA182651,CA,Active,7,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Houston, CA",Regional,2018-06-23
ATT-001081,William Garcia,MI975704,MI,Active,38,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Phoenix, MI",T50,1987-07-01
ATT-001082,Robert Garcia,NC501321,NC,Active,28,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Chicago, NC",Regional,1997-06-28
ATT-001083,Elizabeth Brown,NC226587,NC,Active,15,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Chicago, NC",Regional,2010-06-25
ATT-001084,Barbara Jones,OH310056,OH,Active,33,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Chicago, OH",Regional,1992-06-29
ATT-001085,Susan Hernandez,PA569588,PA,Active,13,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Los Angeles, PA",Regional,2012-06-24
ATT-001086,William Johnson,PA197952,PA,Active,19,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Los Angeles, PA",T50,2006-06-26
ATT-001087,David Rodriguez,TX531107,TX,Active,36,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"New York, TX",Regional,1989-06-30
ATT-001088,Susan Jones,FL115767,FL,Active,20,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Phoenix, FL",Regional,2005-06-26
ATT-001089,William Anderson,NC199717,NC,Active,33,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Houston, NC",Regional,1992-06-29
ATT-001090,David Hernandez,CA927194,CA,Inactive,18,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Los Angeles, CA",T50,2007-06-26
ATT-001091,Linda Anderson,CA943005,CA,Active,13,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Houston, CA",T50,2012-06-24
ATT-001092,Robert Rodriguez,FL226182,FL,Inactive,19,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Chicago, FL",Regional,2006-06-26
ATT-001093,Richard Thomas,IL178114,IL,Active,3,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Houston, IL",T50,2022-06-22
ATT-001094,Elizabeth Miller,CA536725,CA,Active,30,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}]",Large,"Los Angeles, CA",Regional,1995-06-29
ATT-001095,Richard Williams,OH539906,OH,Active,10,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Los Angeles, OH",T50,2015-06-24
